source_ENSEMBL target_ENSEMBL interaction
ENSG00000205250 ENSG00000166851 -1
ENSG00000205250 ENSG00000163781 -1
ENSG00000205250 ENSG00000166803 -1
ENSG00000205250 ENSG00000065328 -1
ENSG00000205250 ENSG00000051180 -1
ENSG00000205250 ENSG00000132170 -1
ENSG00000205250 ENSG00000112742 -1
ENSG00000169016 ENSG00000101412 -1
ENSG00000169016 ENSG00000166803 -1
ENSG00000169016 ENSG00000120868 -1
ENSG00000165891 ENSG00000101412 -1
ENSG00000129173 ENSG00000101412 -1
ENSG00000167967 ENSG00000145386 -1
ENSG00000144597 ENSG00000105656 1
ENSG00000129518 ENSG00000069535 -1
ENSG00000129518 ENSG00000147889 -1
ENSG00000129518 ENSG00000085563 1
ENSG00000108001 ENSG00000124762 1
ENSG00000122882 ENSG00000215644 -1
ENSG00000120738 ENSG00000100311 1
ENSG00000120738 ENSG00000148344 1
ENSG00000120738 ENSG00000121858 -1
ENSG00000120738 ENSG00000232810 1
ENSG00000120738 ENSG00000100604 1
ENSG00000120738 ENSG00000146648 1
ENSG00000120738 ENSG00000130513 1
ENSG00000120738 ENSG00000159640 1
ENSG00000120738 ENSG00000145431 1
ENSG00000120738 ENSG00000122861 1
ENSG00000120738 ENSG00000167323 1
ENSG00000120738 ENSG00000171862 1
ENSG00000120738 ENSG00000130164 1
