source_ENSEMBL target_ENSEMBL interaction
ENSG00000156273 ENSG00000161011 1
ENSG00000156273 ENSG00000211584 1
ENSG00000156273 ENSG00000127616 1
ENSG00000156273 ENSG00000066697 1
ENSG00000156273 ENSG00000149925 1
ENSG00000156273 ENSG00000171608 1
ENSG00000156273 ENSG00000115295 1
ENSG00000156273 ENSG00000149346 1
ENSG00000156273 ENSG00000065833 1
ENSG00000156273 ENSG00000181649 1
ENSG00000156273 ENSG00000151012 1
ENSG00000156273 ENSG00000143815 1
ENSG00000156273 ENSG00000001084 1
ENSG00000156273 ENSG00000135127 1
ENSG00000156273 ENSG00000185215 1
ENSG00000156273 ENSG00000197746 1
ENSG00000156273 ENSG00000092871 1
ENSG00000156273 ENSG00000223959 1
ENSG00000156273 ENSG00000112078 1
ENSG00000156273 ENSG00000105810 1
ENSG00000156273 ENSG00000197063 1
ENSG00000165556 ENSG00000115850 1
ENSG00000165556 ENSG00000168646 1
ENSG00000165556 ENSG00000242515 1
ENSG00000165556 ENSG00000134193 1
ENSG00000165556 ENSG00000134755 1
ENSG00000165556 ENSG00000066230 1
ENSG00000165556 ENSG00000085563 1
ENSG00000165556 ENSG00000090402 1
ENSG00000165556 ENSG00000115616 1
ENSG00000165556 ENSG00000198788 1
ENSG00000165556 ENSG00000001626 1
ENSG00000165556 ENSG00000281861 1
ENSG00000165556 ENSG00000088386 1
ENSG00000165556 ENSG00000242366 1
ENSG00000165556 ENSG00000136826 1
ENSG00000165556 ENSG00000112818 1
ENSG00000165556 ENSG00000079112 1
ENSG00000165556 ENSG00000070019 1
ENSG00000245848 ENSG00000118260 1
ENSG00000245848 ENSG00000198848 1
ENSG00000245848 ENSG00000112242 1
ENSG00000245848 ENSG00000198189 1
ENSG00000245848 ENSG00000113790 1
ENSG00000245848 ENSG00000276043 1
ENSG00000245848 ENSG00000121053 1
ENSG00000245848 ENSG00000180871 1
ENSG00000245848 ENSG00000073756 1
ENSG00000245848 ENSG00000171560 1
ENSG00000245848 ENSG00000123374 1
ENSG00000245848 ENSG00000093010 1
ENSG00000245848 ENSG00000002822 1
ENSG00000245848 ENSG00000169710 1
ENSG00000245848 ENSG00000131747 1
ENSG00000245848 ENSG00000012223 1
ENSG00000245848 ENSG00000164808 1
ENSG00000245848 ENSG00000105697 1
ENSG00000245848 ENSG00000099953 1
ENSG00000245848 ENSG00000090339 1
ENSG00000245848 ENSG00000189403 1
ENSG00000245848 ENSG00000169385 1
ENSG00000245848 ENSG00000163631 1
ENSG00000245848 ENSG00000124762 1
ENSG00000245848 ENSG00000285241 1
ENSG00000245848 ENSG00000185591 1
ENSG00000245848 ENSG00000159176 1
ENSG00000245848 ENSG00000035862 1
ENSG00000245848 ENSG00000081051 1
ENSG00000245848 ENSG00000140945 1
ENSG00000245848 ENSG00000110092 1
ENSG00000245848 ENSG00000110245 1
ENSG00000245848 ENSG00000140678 1
ENSG00000245848 ENSG00000067182 1
ENSG00000245848 ENSG00000196616 1
ENSG00000245848 ENSG00000105723 1
ENSG00000245848 ENSG00000159640 1
ENSG00000245848 ENSG00000049540 1
ENSG00000245848 ENSG00000278540 1
ENSG00000245848 ENSG00000167900 1
ENSG00000245848 ENSG00000167468 1
ENSG00000245848 ENSG00000136997 -1
ENSG00000245848 ENSG00000154269 1
ENSG00000245848 ENSG00000189376 1
ENSG00000245848 ENSG00000130164 1
ENSG00000245848 ENSG00000158125 1
ENSG00000245848 ENSG00000077420 1
ENSG00000245848 ENSG00000174697 1
ENSG00000245848 ENSG00000001626 1
ENSG00000245848 ENSG00000172482 1
ENSG00000245848 ENSG00000132170 1
ENSG00000245848 ENSG00000100889 1
ENSG00000245848 ENSG00000156113 1
ENSG00000245848 ENSG00000051128 1
ENSG00000245848 ENSG00000136244 1
ENSG00000245848 ENSG00000168621 1
ENSG00000245848 ENSG00000101076 1
ENSG00000245848 ENSG00000185697 1
ENSG00000245848 ENSG00000196549 1
ENSG00000245848 ENSG00000124253 1
ENSG00000245848 ENSG00000139687 1
ENSG00000245848 ENSG00000007968 1
ENSG00000245848 ENSG00000085563 1
ENSG00000245848 ENSG00000185651 1
ENSG00000245848 ENSG00000146678 1
ENSG00000245848 ENSG00000084674 1
ENSG00000245848 ENSG00000157514 1
ENSG00000245848 ENSG00000257017 1
ENSG00000245848 ENSG00000275176 1
ENSG00000245848 ENSG00000168610 1
ENSG00000245848 ENSG00000169429 1
ENSG00000245848 ENSG00000135222 1
ENSG00000245848 ENSG00000021826 1
ENSG00000245848 ENSG00000130427 1
ENSG00000245848 ENSG00000164171 1
ENSG00000245848 ENSG00000129988 1
ENSG00000245848 ENSG00000135744 1
ENSG00000245848 ENSG00000017427 1
ENSG00000245848 ENSG00000087237 1
ENSG00000245848 ENSG00000118785 1
ENSG00000245848 ENSG00000076555 1
ENSG00000245848 ENSG00000113520 1
ENSG00000245848 ENSG00000136634 1
ENSG00000245848 ENSG00000136931 1
ENSG00000245848 ENSG00000169047 1
ENSG00000245848 ENSG00000070019 1
ENSG00000245848 ENSG00000184371 1
ENSG00000245848 ENSG00000106624 1
ENSG00000245848 ENSG00000163220 1
ENSG00000245848 ENSG00000136504 1
